,q_Id,q_Title,q_body,q_ans_Id,ans_id,ans,q_Id_2
34,26,,"<p>After you install an app that takes over the Dock intent it will ask which one you wish to use as default. </p>

<p>The one I use is called Gentle Alarm which has a nice Dock display and some additional alarm features.  It is however a paid app.  I know there are several free apps out there as well.</p>
",,18,Is there a good keyword to search with to find apps in the Market?,26
35,26,,"<p>After you install an app that takes over the Dock intent it will ask which one you wish to use as default. </p>

<p>The one I use is called Gentle Alarm which has a nice Dock display and some additional alarm features.  It is however a paid app.  I know there are several free apps out there as well.</p>
",,37,Probably the most obvious would be Clock or Dock and possibly replacement to narrow it down.  Appbrain is excellent for finding apps simply because you can search on their website.,26
36,35,How do you remove pre-installed apps on a rooted phone?,"<p>I have a rooted Nexus One and want to remove some of the pre-installed applications, like Amazon MP3, for example. </p>

<p>What is the best way to do this?</p>
",79,8,"Yeah, it annoyed me that there was no way to remove the amazon mp3 app",35
37,35,How do you remove pre-installed apps on a rooted phone?,"<p>I have a rooted Nexus One and want to remove some of the pre-installed applications, like Amazon MP3, for example. </p>

<p>What is the best way to do this?</p>
",79,19,possible duplicate of [How to remove pre-installed apps like Peep and Friend Stream from my HTC phone?](http://android.stackexchange.com/questions/50/how-to-remove-pre-installed-apps-like-peep-and-friend-stream-from-my-htc-phone),35
38,37,How do I change the name of my Android device?,"<p>My Android device is the Nexus One.  But this should apply to all current Android devices.</p>

<p><strong>How do I change the name of my Android device?</strong></p>

<p>When I connect to my wireless router's client tables, my android devices is listed for example as: android_1234567890abedfc.  I'd like to give it a more readable name.</p>
",,19197,It's also possible to configure the hostname via the DHCP server. But I haven't checked if android uses this configuration option. It's anyways just a cosmetic option.,37
39,37,How do I change the name of my Android device?,"<p>My Android device is the Nexus One.  But this should apply to all current Android devices.</p>

<p><strong>How do I change the name of my Android device?</strong></p>

<p>When I connect to my wireless router's client tables, my android devices is listed for example as: android_1234567890abedfc.  I'd like to give it a more readable name.</p>
",,45633,http://blog.burrowsapps.com/2011/09/android-change-hostname.html.,37
40,37,How do I change the name of my Android device?,"<p>My Android device is the Nexus One.  But this should apply to all current Android devices.</p>

<p><strong>How do I change the name of my Android device?</strong></p>

<p>When I connect to my wireless router's client tables, my android devices is listed for example as: android_1234567890abedfc.  I'd like to give it a more readable name.</p>
",,81851,@Flow (Varies but) Android DHCPCD does not have the dhcpcd-run-hooks for setting the hostname from DHCP. Atleast on my Samsung Froyo device. It doesn't have the ntp hooks either. DHCPCD does support it though.,37
41,37,How do I change the name of my Android device?,"<p>My Android device is the Nexus One.  But this should apply to all current Android devices.</p>

<p><strong>How do I change the name of my Android device?</strong></p>

<p>When I connect to my wireless router's client tables, my android devices is listed for example as: android_1234567890abedfc.  I'd like to give it a more readable name.</p>
",,162640,"for GNU Linux: http://askubuntu.com/questions/9540/how-do-i-change-the-computer-name , low level kernel methods will work",37
42,43,How do I share my wifi with my ipod or netbook,"<p>If my home network is down or if I am traveling, how do I use my phone to access the internet. Basically how would I tether it to my other devices.</p>
",86,26,Could you indicate which handset you are using? Some have had that feature crippled,43
43,46,,"<p>You will need to push the .apk to the phone to the System partition to the folder <code>/system/app</code> or <code>/system/priv-app</code> when using Android 4.3 using <code>adb</code>. You can find more info about <code>adb</code> here: <a href=""http://android-dls.com/wiki/index.php?title=ADB"">http://android-dls.com/wiki/index.php?title=ADB</a>.</p>

<p>In order to write to <code>/system</code> you likely have to remount it read-write:</p>

<pre><code>adb shell
su
mount -o rw,remount /system
</code></pre>

<p>Or, do it entirely from the host's ADB:</p>

<pre><code>adb root
adb remount
</code></pre>

<p>Now you can place the <code>.apk</code>:</p>

<pre><code>adb push my-app.apk /sdcard/
adb shell
su
cd /sdcard
mv my-app.apk /system/app
# or when using Android 4.3 or higher
mv my-app.apk /system/priv-app
</code></pre>

<p>Afterwards if the flags are not already set change the permissions. All System-Apps need to have the permissions <code>rw-r--r--</code>. You can also change them via ADB with the command <code>chmod 644 /path_to/your_file</code>. <a href=""http://www.addictivetips.com/mobile/how-to-install-any-app-as-system-app-on-android/"">Though it's quite old, this may help</a></p>

<p>After you have placed the <code>.apk</code> you need to reboot your device. For example with <code>adb reboot</code>.</p>
",,57,"Yea I figured this would be the way to go, tried it, says bad signature. I used the Mms.apk that is part of the .zip rom I used to install the current android running.",46
44,46,,"<p>You will need to push the .apk to the phone to the System partition to the folder <code>/system/app</code> or <code>/system/priv-app</code> when using Android 4.3 using <code>adb</code>. You can find more info about <code>adb</code> here: <a href=""http://android-dls.com/wiki/index.php?title=ADB"">http://android-dls.com/wiki/index.php?title=ADB</a>.</p>

<p>In order to write to <code>/system</code> you likely have to remount it read-write:</p>

<pre><code>adb shell
su
mount -o rw,remount /system
</code></pre>

<p>Or, do it entirely from the host's ADB:</p>

<pre><code>adb root
adb remount
</code></pre>

<p>Now you can place the <code>.apk</code>:</p>

<pre><code>adb push my-app.apk /sdcard/
adb shell
su
cd /sdcard
mv my-app.apk /system/app
# or when using Android 4.3 or higher
mv my-app.apk /system/priv-app
</code></pre>

<p>Afterwards if the flags are not already set change the permissions. All System-Apps need to have the permissions <code>rw-r--r--</code>. You can also change them via ADB with the command <code>chmod 644 /path_to/your_file</code>. <a href=""http://www.addictivetips.com/mobile/how-to-install-any-app-as-system-app-on-android/"">Though it's quite old, this may help</a></p>

<p>After you have placed the <code>.apk</code> you need to reboot your device. For example with <code>adb reboot</code>.</p>
",,124634,"Beautiful answer. Thanks. One comment, I was not able to ""mv my-app.apk /system/app"". I got an error ""failed on 'XXX.apk' - Cross-device link"". I was able to CP and RM the apk as described in http://android.stackexchange.com/questions/75920/failed-on-cp-file-to-system-cross-device-link",46
45,46,,"<p>You will need to push the .apk to the phone to the System partition to the folder <code>/system/app</code> or <code>/system/priv-app</code> when using Android 4.3 using <code>adb</code>. You can find more info about <code>adb</code> here: <a href=""http://android-dls.com/wiki/index.php?title=ADB"">http://android-dls.com/wiki/index.php?title=ADB</a>.</p>

<p>In order to write to <code>/system</code> you likely have to remount it read-write:</p>

<pre><code>adb shell
su
mount -o rw,remount /system
</code></pre>

<p>Or, do it entirely from the host's ADB:</p>

<pre><code>adb root
adb remount
</code></pre>

<p>Now you can place the <code>.apk</code>:</p>

<pre><code>adb push my-app.apk /sdcard/
adb shell
su
cd /sdcard
mv my-app.apk /system/app
# or when using Android 4.3 or higher
mv my-app.apk /system/priv-app
</code></pre>

<p>Afterwards if the flags are not already set change the permissions. All System-Apps need to have the permissions <code>rw-r--r--</code>. You can also change them via ADB with the command <code>chmod 644 /path_to/your_file</code>. <a href=""http://www.addictivetips.com/mobile/how-to-install-any-app-as-system-app-on-android/"">Though it's quite old, this may help</a></p>

<p>After you have placed the <code>.apk</code> you need to reboot your device. For example with <code>adb reboot</code>.</p>
",,132642,Consider using `cp` instead of `mv` because you are moving between different file systems and it's not supported in all `mv` versions,46
46,46,,"<p>You will need to push the .apk to the phone to the System partition to the folder <code>/system/app</code> or <code>/system/priv-app</code> when using Android 4.3 using <code>adb</code>. You can find more info about <code>adb</code> here: <a href=""http://android-dls.com/wiki/index.php?title=ADB"">http://android-dls.com/wiki/index.php?title=ADB</a>.</p>

<p>In order to write to <code>/system</code> you likely have to remount it read-write:</p>

<pre><code>adb shell
su
mount -o rw,remount /system
</code></pre>

<p>Or, do it entirely from the host's ADB:</p>

<pre><code>adb root
adb remount
</code></pre>

<p>Now you can place the <code>.apk</code>:</p>

<pre><code>adb push my-app.apk /sdcard/
adb shell
su
cd /sdcard
mv my-app.apk /system/app
# or when using Android 4.3 or higher
mv my-app.apk /system/priv-app
</code></pre>

<p>Afterwards if the flags are not already set change the permissions. All System-Apps need to have the permissions <code>rw-r--r--</code>. You can also change them via ADB with the command <code>chmod 644 /path_to/your_file</code>. <a href=""http://www.addictivetips.com/mobile/how-to-install-any-app-as-system-app-on-android/"">Though it's quite old, this may help</a></p>

<p>After you have placed the <code>.apk</code> you need to reboot your device. For example with <code>adb reboot</code>.</p>
",,135062,"this doesn't update the android permissions with the location of the apk, which is required for packages that use the apk",46
47,47,What Lost Phone finder do you use and why?,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://android.stackexchange.com/questions/2131/best-lost-stolen-device-tracking-app"">Best lost / stolen device tracking app</a>  </p>
</blockquote>



<p>I've used MobileDefense, but I want to make sure I'm getting the best protection. What lost phone finders have you used, and why do you like it?</p>

<p>I'm not using a rooted phone, so I'm not looking for features that require root.</p>
",,246,"Your question should be a little more specific.  What about MobileDefense don't you like or what feature are you looking for?  As it is now, your question isn't much different than ""What's your favorite X app?"", which is really more discussion based rather than Q&A.",47
48,50,How to remove pre-installed apps like Peep and Friend Stream from my HTC phone?,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://android.stackexchange.com/questions/6851/how-can-i-uninstall-applications-that-are-locked-by-phone-vendor"">How can I uninstall applications that are locked by phone vendor?</a>  </p>
</blockquote>



<p>Is there an easy way to remove pre-installed apps on my HTC Droid Incredible?</p>

<ul>
<li>Amazon MP3</li>
<li>Car Panel</li>
<li>City ID</li>
<li>Footprints</li>
<li>Friend Stream</li>
<li>Skype mobile</li>
<li>Stocks</li>
<li>Teeter</li>
<li>VZ Navigator</li>
</ul>

<p>Are there risks involved in removing them, such as a voided warranty?</p>

<p>Thanks.</p>
",,1216,I wonder if there's anything handset-specific about this question? I have the same question about a Droid X and it looks like the answers are equally applicable.,50
49,50,How to remove pre-installed apps like Peep and Friend Stream from my HTC phone?,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://android.stackexchange.com/questions/6851/how-can-i-uninstall-applications-that-are-locked-by-phone-vendor"">How can I uninstall applications that are locked by phone vendor?</a>  </p>
</blockquote>



<p>Is there an easy way to remove pre-installed apps on my HTC Droid Incredible?</p>

<ul>
<li>Amazon MP3</li>
<li>Car Panel</li>
<li>City ID</li>
<li>Footprints</li>
<li>Friend Stream</li>
<li>Skype mobile</li>
<li>Stocks</li>
<li>Teeter</li>
<li>VZ Navigator</li>
</ul>

<p>Are there risks involved in removing them, such as a voided warranty?</p>

<p>Thanks.</p>
",,1472,"Unless you use a non HTC based ROM, I wouldn't recommend removing Peep and FriendStream. Devs that have always end up putting them back in because of the issues it causes removing them. If you are going to use a CM based ROM you should be fine for sure.",50
50,50,How to remove pre-installed apps like Peep and Friend Stream from my HTC phone?,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://android.stackexchange.com/questions/6851/how-can-i-uninstall-applications-that-are-locked-by-phone-vendor"">How can I uninstall applications that are locked by phone vendor?</a>  </p>
</blockquote>



<p>Is there an easy way to remove pre-installed apps on my HTC Droid Incredible?</p>

<ul>
<li>Amazon MP3</li>
<li>Car Panel</li>
<li>City ID</li>
<li>Footprints</li>
<li>Friend Stream</li>
<li>Skype mobile</li>
<li>Stocks</li>
<li>Teeter</li>
<li>VZ Navigator</li>
</ul>

<p>Are there risks involved in removing them, such as a voided warranty?</p>

<p>Thanks.</p>
",,1488,@Webs - Why? HTC Sense does not *require* those apps. I've removed them before.,50
51,50,How to remove pre-installed apps like Peep and Friend Stream from my HTC phone?,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://android.stackexchange.com/questions/6851/how-can-i-uninstall-applications-that-are-locked-by-phone-vendor"">How can I uninstall applications that are locked by phone vendor?</a>  </p>
</blockquote>



<p>Is there an easy way to remove pre-installed apps on my HTC Droid Incredible?</p>

<ul>
<li>Amazon MP3</li>
<li>Car Panel</li>
<li>City ID</li>
<li>Footprints</li>
<li>Friend Stream</li>
<li>Skype mobile</li>
<li>Stocks</li>
<li>Teeter</li>
<li>VZ Navigator</li>
</ul>

<p>Are there risks involved in removing them, such as a voided warranty?</p>

<p>Thanks.</p>
",,1491,"I'm not really sure, but any ROM developer for the HTC Evo that has removed them from an HTC Sense based ROM has ended up putting them both back. For some reason they seem to be threaded in HTC Sense. Fresh, Damageless, and Virus have ended up putting them back in their ROMs and one of them stated on their XDA thread they put it back due to issues and FCs.",50
52,54,,"<p>Download ROM Manager and go to the ""Stock Images"" section of ""Download ROMs"". </p>

<p>You should always do a Nandroid backup when messing with system files. There's always a risk of something going wrong. Also when installing new ROMs (whether custom or stock), it's recommended that you do a clean wipe of the system before installing.</p>
",,14,Note that usually you only need to wipe when switching Android versions. This differs per ROM though.,54
53,54,,"<p>Download ROM Manager and go to the ""Stock Images"" section of ""Download ROMs"". </p>

<p>You should always do a Nandroid backup when messing with system files. There's always a risk of something going wrong. Also when installing new ROMs (whether custom or stock), it's recommended that you do a clean wipe of the system before installing.</p>
",,35,Many times it would be safe to just install over your current installations. But I've personally had issues when installing one 2.2 ROM  (Sapphire) over another (Bugless Beast),54
54,55,,"<p>A quick, easy way to uninstall an application is to hold down on its icon, and then drag it to the trash can at the bottom of the screen like you would if you were removing a shortcut from your home screen. However, hold the icon over the trash can for a few seconds until ""Drop to uninstall"" appears.</p>
",,10,"This will remove the app's icon from your Home screen, but not actually uninstall the app.",55
55,55,,"<p>A quick, easy way to uninstall an application is to hold down on its icon, and then drag it to the trash can at the bottom of the screen like you would if you were removing a shortcut from your home screen. However, hold the icon over the trash can for a few seconds until ""Drop to uninstall"" appears.</p>
",,11,"If you hold the icon over the bin for a while , you get a ""drop to uninstall"" notification , the behavior may have been changed by the manufacturer.",55
56,55,,"<p>A quick, easy way to uninstall an application is to hold down on its icon, and then drag it to the trash can at the bottom of the screen like you would if you were removing a shortcut from your home screen. However, hold the icon over the trash can for a few seconds until ""Drop to uninstall"" appears.</p>
",,15,"@Matt Casto, while you are correct that simply dragging and dropping a home screen icon onto the garbage can will delete the icon from the homescreen, Rohan also stated that if you drag and pause for a few seconds over the trashcan, ""drop to uninstall"" appears, and will uninstall the application. Which is something I didn't know until he pointed it out. Thanks Rohan!",55
57,61,,"<p>You can uninstall an application from the Market or from the Manage Applications settings screen.</p>

<p>From Marketplace:</p>

<ol>
<li>Start the Market app.</li>
<li>Hit the menu button and select Downloads.</li>
<li>Find the app you want to uninstall and select it.</li>
<li>Hit the Uninstall button at the bottom.</li>
</ol>

<p>From Manage Applications:</p>

<ol>
<li>From your Home screen hit the menu button and select Settings.</li>
<li>Select ""Applications""</li>
<li>Select ""Manage Applications""</li>
<li>Find the app you want to uninstall and select it.</li>
<li>Hit the Uninstall button at the top.</li>
</ol>

<p><strong>EDIT:</strong> I wanted to add a 3rd method that <a href=""https://android.stackexchange.com/users/45/rohan-singh"">Rohan Singh</a> had <a href=""https://android.stackexchange.com/questions/39/how-do-i-uninstall-an-application/55#55"">in his answer</a>.</p>

<p>From your Home screen:</p>

<ol>
<li>Tap and hold on the icon of the application you want to uninstall.</li>
<li>When the trash can appears near the bottom center of the screen, drag and hold the icon there.</li>
<li>After the tap &amp; hold / drag &amp; hold some text will appear indicating that you can uninstall by dropping the application's icon on the trash can.</li>
<li>Release your finger over the trash can and you'll be taken to the same uninstall screen you can get to through Manage Applications in your Settings.</li>
</ol>
",,923,"The drag and drop method only works in some Home launcher programs, such LauncherPro.",61
58,69,How can I change the default search box to use another browser?,"<p>I've installed Dolphin which I love, but the search box on the homepage always defaults to the regular browser.  I'd prefer it just go into Dolphin right away..how can I do this?</p>
",80,18688,"I had the same issue, it also meant that other apps such as Twitter, Facebook etc would launch the stock Browser app instead of Dolphin.",69
59,70,What is radio firmware?,"<p>When installing a custom ROM onto a rooted Android device, they often recommend to upgrade the radio firmware.</p>

<p><strong>What exactly is Android's radio firmware?</strong></p>
",108,16,"While I can't exactly answer the question, I strongly suggest against upgrading your radio, for it's the easiest way to brick your phone completely.",70
60,70,What is radio firmware?,"<p>When installing a custom ROM onto a rooted Android device, they often recommend to upgrade the radio firmware.</p>

<p><strong>What exactly is Android's radio firmware?</strong></p>
",108,77186,"Thanks for asking this question. Until reading the answers below, I somehow believed the Radio firmware referred to the firmware for the Radio transmitter/receiver, the Radio we use to listen to songs. :-)",70
61,71,,"<p>note that when playing with adb you will install apps via their package file name (meaning, at the command prompt you will type >adb install myFile.apk)</p>

<p>but you will uninstall them via their package name (>adb uninstall com.this.that.otherthing)</p>

<p>You won't be able to install a package until you've uninstalled its predecessor. </p>

<p>It'll help to add adb to your PATH so that you can just go to the directory where the .apk file is and type adb install myFile.apk.</p>
",,58,Thanks! Didn't know about the uninstall mechanics :),71
62,71,,"<p>note that when playing with adb you will install apps via their package file name (meaning, at the command prompt you will type >adb install myFile.apk)</p>

<p>but you will uninstall them via their package name (>adb uninstall com.this.that.otherthing)</p>

<p>You won't be able to install a package until you've uninstalled its predecessor. </p>

<p>It'll help to add adb to your PATH so that you can just go to the directory where the .apk file is and type adb install myFile.apk.</p>
",,65414,"Have not tried with system apps, but for usual apps `/system/bin/pm` (Package Manager) utility worked for me. Like `pm install -r myFile.apk` (`-r` for ""replace""). This way you don't need to uninstall and to know package name.",71
63,74,,"<p>No.  You must root your phone and install a mod such as <a href=""http://wiki.cyanogenmod.com/index.php?title=HTC_Dream"" rel=""nofollow"">CyanogenMod</a> to get your phone running a semi-equivalent of Android 2.1+.  There is no stock rom for Android 2.1+ for the G1.  Additionally, if you do go with CyanogenMod, not all features are fully supported due to hardware limitations, such as LiveWallpapers.</p>
",,17,+1 gotta love CyanogenMod.  I believe they support 15 devices now with CM6.,74
64,74,,"<p>No.  You must root your phone and install a mod such as <a href=""http://wiki.cyanogenmod.com/index.php?title=HTC_Dream"" rel=""nofollow"">CyanogenMod</a> to get your phone running a semi-equivalent of Android 2.1+.  There is no stock rom for Android 2.1+ for the G1.  Additionally, if you do go with CyanogenMod, not all features are fully supported due to hardware limitations, such as LiveWallpapers.</p>
",,21,"There's no need to root the phone, it's possible to flash a non-rooted image of 2.x to a phone.",74
65,74,,"<p>No.  You must root your phone and install a mod such as <a href=""http://wiki.cyanogenmod.com/index.php?title=HTC_Dream"" rel=""nofollow"">CyanogenMod</a> to get your phone running a semi-equivalent of Android 2.1+.  There is no stock rom for Android 2.1+ for the G1.  Additionally, if you do go with CyanogenMod, not all features are fully supported due to hardware limitations, such as LiveWallpapers.</p>
",,53,@Arda Xi can you post how that works?,74
66,75,,"<p>You can only fully uninstall pre-installed applications by using <a href=""http://android-dls.com/wiki/index.php?title=ADB"" rel=""nofollow"">ADB</a>. You need to find out what the package name is for the specific app, and enter this in the ADB prompt:</p>

<pre><code>adb uninstall &lt;package.name&gt;
</code></pre>

<p>For example, to remove the Maps application:</p>

<pre><code>adb uninstall com.google.android.apps.maps
</code></pre>

<p>So far I haven't found an easy way to figure out the package name for an app though.</p>
",,1218,Do this require a rooted phone?,75
67,75,,"<p>You can only fully uninstall pre-installed applications by using <a href=""http://android-dls.com/wiki/index.php?title=ADB"" rel=""nofollow"">ADB</a>. You need to find out what the package name is for the specific app, and enter this in the ADB prompt:</p>

<pre><code>adb uninstall &lt;package.name&gt;
</code></pre>

<p>For example, to remove the Maps application:</p>

<pre><code>adb uninstall com.google.android.apps.maps
</code></pre>

<p>So far I haven't found an easy way to figure out the package name for an app though.</p>
",,1247,"@Chris - As @Bryan said above, yes, it does.",75
68,75,,"<p>You can only fully uninstall pre-installed applications by using <a href=""http://android-dls.com/wiki/index.php?title=ADB"" rel=""nofollow"">ADB</a>. You need to find out what the package name is for the specific app, and enter this in the ADB prompt:</p>

<pre><code>adb uninstall &lt;package.name&gt;
</code></pre>

<p>For example, to remove the Maps application:</p>

<pre><code>adb uninstall com.google.android.apps.maps
</code></pre>

<p>So far I haven't found an easy way to figure out the package name for an app though.</p>
",,1474,This isn't 100% true Arda. Many devs now have flashable zips you can run in recovery that will remove apps for you. In fact there is a whole thread for the Evo where someone wrote a script that allows you to create your own flashable zip and choose what apps it will remove.,75
69,75,,"<p>You can only fully uninstall pre-installed applications by using <a href=""http://android-dls.com/wiki/index.php?title=ADB"" rel=""nofollow"">ADB</a>. You need to find out what the package name is for the specific app, and enter this in the ADB prompt:</p>

<pre><code>adb uninstall &lt;package.name&gt;
</code></pre>

<p>For example, to remove the Maps application:</p>

<pre><code>adb uninstall com.google.android.apps.maps
</code></pre>

<p>So far I haven't found an easy way to figure out the package name for an app though.</p>
",,1480,@Webs - Guess what rooting is? Flashing a zip like that is basically running software as root.,75
70,75,,"<p>You can only fully uninstall pre-installed applications by using <a href=""http://android-dls.com/wiki/index.php?title=ADB"" rel=""nofollow"">ADB</a>. You need to find out what the package name is for the specific app, and enter this in the ADB prompt:</p>

<pre><code>adb uninstall &lt;package.name&gt;
</code></pre>

<p>For example, to remove the Maps application:</p>

<pre><code>adb uninstall com.google.android.apps.maps
</code></pre>

<p>So far I haven't found an easy way to figure out the package name for an app though.</p>
",,1486,"My comment was directed toward your Answer, not comment, which states that ""You can only fully uninstall pre-installed applications by using ADB."" I was attempting to state that such a statement is not 100% true.",75
71,75,,"<p>You can only fully uninstall pre-installed applications by using <a href=""http://android-dls.com/wiki/index.php?title=ADB"" rel=""nofollow"">ADB</a>. You need to find out what the package name is for the specific app, and enter this in the ADB prompt:</p>

<pre><code>adb uninstall &lt;package.name&gt;
</code></pre>

<p>For example, to remove the Maps application:</p>

<pre><code>adb uninstall com.google.android.apps.maps
</code></pre>

<p>So far I haven't found an easy way to figure out the package name for an app though.</p>
",,1487,@Webs - Oh right. ADB is a **lot** less involved though.,75
72,75,,"<p>You can only fully uninstall pre-installed applications by using <a href=""http://android-dls.com/wiki/index.php?title=ADB"" rel=""nofollow"">ADB</a>. You need to find out what the package name is for the specific app, and enter this in the ADB prompt:</p>

<pre><code>adb uninstall &lt;package.name&gt;
</code></pre>

<p>For example, to remove the Maps application:</p>

<pre><code>adb uninstall com.google.android.apps.maps
</code></pre>

<p>So far I haven't found an easy way to figure out the package name for an app though.</p>
",,1492,"Agreed, ADB is less involved for experienced users like us, but for people that know nothing about ADB, but have a rooted phone, flashing a zip in recovery might be easier.",75
73,75,,"<p>You can only fully uninstall pre-installed applications by using <a href=""http://android-dls.com/wiki/index.php?title=ADB"" rel=""nofollow"">ADB</a>. You need to find out what the package name is for the specific app, and enter this in the ADB prompt:</p>

<pre><code>adb uninstall &lt;package.name&gt;
</code></pre>

<p>For example, to remove the Maps application:</p>

<pre><code>adb uninstall com.google.android.apps.maps
</code></pre>

<p>So far I haven't found an easy way to figure out the package name for an app though.</p>
",,1503,"@Webs - Less involved than flashing a recovery image, booting it and flashing a zip? It probably changed for some ROMs (what with ROM Manager and all) but most users who got their phones rooted some time ago will already have installed that rec-image using ADB.",75
74,75,,"<p>You can only fully uninstall pre-installed applications by using <a href=""http://android-dls.com/wiki/index.php?title=ADB"" rel=""nofollow"">ADB</a>. You need to find out what the package name is for the specific app, and enter this in the ADB prompt:</p>

<pre><code>adb uninstall &lt;package.name&gt;
</code></pre>

<p>For example, to remove the Maps application:</p>

<pre><code>adb uninstall com.google.android.apps.maps
</code></pre>

<p>So far I haven't found an easy way to figure out the package name for an app though.</p>
",,1504,"True for older users yes. But most root methods that have come out in the last 4 months don't require ADB, but it does vary from phone to phone.",75
75,75,,"<p>You can only fully uninstall pre-installed applications by using <a href=""http://android-dls.com/wiki/index.php?title=ADB"" rel=""nofollow"">ADB</a>. You need to find out what the package name is for the specific app, and enter this in the ADB prompt:</p>

<pre><code>adb uninstall &lt;package.name&gt;
</code></pre>

<p>For example, to remove the Maps application:</p>

<pre><code>adb uninstall com.google.android.apps.maps
</code></pre>

<p>So far I haven't found an easy way to figure out the package name for an app though.</p>
",,1515,"@Webs - It's pretty dangerous to let someone root their phone without having access to ADB though, especially if their rec-image's nindroid breaks for some reason and you need to do it manually.",75
76,75,,"<p>You can only fully uninstall pre-installed applications by using <a href=""http://android-dls.com/wiki/index.php?title=ADB"" rel=""nofollow"">ADB</a>. You need to find out what the package name is for the specific app, and enter this in the ADB prompt:</p>

<pre><code>adb uninstall &lt;package.name&gt;
</code></pre>

<p>For example, to remove the Maps application:</p>

<pre><code>adb uninstall com.google.android.apps.maps
</code></pre>

<p>So far I haven't found an easy way to figure out the package name for an app though.</p>
",,1520,"I'm not sure one method is necessarily more dangerous than another, just depends on the exploit the root method is attempting to take advantage of. I personally like using ADB because I know exactly what is happening to my phone, versus Revoked, which does things in the background.",75
77,75,,"<p>You can only fully uninstall pre-installed applications by using <a href=""http://android-dls.com/wiki/index.php?title=ADB"" rel=""nofollow"">ADB</a>. You need to find out what the package name is for the specific app, and enter this in the ADB prompt:</p>

<pre><code>adb uninstall &lt;package.name&gt;
</code></pre>

<p>For example, to remove the Maps application:</p>

<pre><code>adb uninstall com.google.android.apps.maps
</code></pre>

<p>So far I haven't found an easy way to figure out the package name for an app though.</p>
",,1574,@Webs - Not being able to use ADB when rooting can result in not being able to recover when things go south.,75
78,78,,"<p>I use <strong><a href=""https://market.android.com/details?id=com.roysolberg.android.datacounter&amp;feature=search_result"" rel=""nofollow"">Data counter widget</a></strong></p>

<p>And <strong><a href=""https://market.android.com/details?id=net.rgruet.android.g3watchdog"" rel=""nofollow"">3G watchdog</a></strong> to keep 3G traffic under control.</p>
",,267917,[3G Watchdog](https://play.google.com/store/apps/details?id=net.rgruet.android.g3watchdog) is another data monitor app; it has freely selectable time periods.,78
79,80,,"<p>In settings, goto applications > internet > clear defaults. Next time you perform a search it should ask you which you would like to use and simply select dolphin.</p>
",,44,"Internet doesn't show up, I tried Browser, but defaults is grayed out",80
80,80,,"<p>In settings, goto applications > internet > clear defaults. Next time you perform a search it should ask you which you would like to use and simply select dolphin.</p>
",,1965,It should give you the option to clear defaults under Browser. If its greyed out try doing the same for Google Search.,80
81,83,How can I use the Android Paid Market from a region where it's not available yet?,"<p>I live in scandinavia and the Market for paid applications is not available here yet. Is there any way I can enable it? Or a workaround?</p>
",148,173,Similar question is available at :http://android.stackexchange.com/questions/144/how-to-buy-apps-from-unsupported-countries-using-un-rooted-phone,83
82,85,How to share files through Bluetooth?,"<p>The only way I found to do it is by installing a 3rd party file explorer software. Isn't there a default app that does that? At least for media files?</p>
",103,23,Since this isn't really an answer to your problem (but it might be!) I'll leave it as a comment.  What do you need this for?  Would Dropbox do what you need?,85
83,85,How to share files through Bluetooth?,"<p>The only way I found to do it is by installing a 3rd party file explorer software. Isn't there a default app that does that? At least for media files?</p>
",103,158,@Bryan Dropbox wouldn't help if I have no internet connection,85
84,88,What podcast apps include variable speed playback?,"<p>I know about <a href=""http://www.astroplayer.com/"">Astro Player</a>. Any other apps that feature podcast managment and variable speed playback?</p>
",,899,"Speeding them up on the computer might be a very easy way to get this, but probably not what you're looking for.",88
85,89,How do I disable the 'click' sound on the camera app?,"<p>When I take a picture it makes a 'click' sound. As this is default behavior, I would like to turn it off. Is there a setting to do so; or if I find+delete the sound file, will there be repercussions?</p>

<p>**Please note I am looking for a basically permanent solution rather than one that I would need to set/unset with each use of the app. I like the idea of a root solution, or an app solution; but for the sake of non-root memory-hog slow-camera-app-starting people who can't afford to run another background service, let's make a...</p>

<blockquote>
  <p>Clarification: let's clarify that this is to do with the Motorola Droid (per the tag, sorry). I'm glad it works for other phone models, however to the best of my knowledge it is not a stock option (if I am wrong please point the way) from 2.0.1, 2.1, or 2.2 on the Motorola Droid. That is to say, unless you are referring to the overall volume controls, there is no volume control/mute for the camera application. (Settings options for camera are: zoom|flash|white balance|store location|focus/exposure settings). </p>
</blockquote>

<p><strong>I'd like to really tie this question's answer off with a bow: aside from the root option and app option, is there an option to turn off sound in the camera/system settings? [Temporarily muting the phone is a poor option.]</strong></p>
",98,30,The 'click' sound is required by law in some areas to alert those nearby that a photo is being taken.  It is intended as a measure to prevent privacy violation.,89
